#loc_id;ags;ascii;name;lat;lon;amt;plz;vorwahl;einwohner;flaeche;kz;typ;level;of;invalid
17325;01057022;GREBIN;Grebin;54.1980695425125;10.4937161266804;Amt Plön-Land;24329;04383;1021;24;PLÖ;Gemeinde;6;489;
17410;01057023;GROSSBARKAU;Großbarkau;54.2250887703464;10.1675591040581;Amt Preetz-Land;24245;04342;194;3;PLÖ;Gemeinde;6;489;
17473;01057024;GROSSHARRIE;Großharrie;54.11898;10.04895;Amt Bokhorst;24625;04322;557;13;PLÖ;Gemeinde;6;489;
18070;01057025;HEIKENDORF;Heikendorf;54.3723325826753;10.2087811589242;;24226;0431;8214;15;PLÖ;Gemeinde;6;489;
18144;01057026;HELMSTORF;Helmstorf bei Lütjenburg;54.2886150877064;10.5964923411608;Amt Lütjenburg-Land;24321;04381;325;13;PLÖ;Gemeinde;6;489;
18435;01057027;HOEGSDORF;Högsdorf;54.2519;10.61575;Amt Lütjenburg-Land;24327;04381;431;11;PLÖ;Gemeinde;6;489;
18443;01057028;HOEHNDORF;Höhndorf;54.3713472684405;10.3707368433476;Amt Probstei;24217;04344;369;6;PLÖ;Gemeinde;6;489;
18505;01057029;HOHENFELDE;Hohenfelde bei Kiel;54.3702654378341;10.4959210217;Amt Lütjenburg-Land;24257;04385;1050;11;PLÖ;Gemeinde;6;489;
18572;01057030;HOHWACHT;Hohwacht (Ostsee);54.3204513980808;10.6709281380653;Amt Lütjenburg-Land;24321;04381;890;9;PLÖ;Gemeinde;6;489;
18637;01057031;HONIGSEE;Honigsee;54.2283689504467;10.1880377698869;Amt Preetz-Land;24211;04342;446;11;PLÖ;Gemeinde;6;489;
19054;01057032;KALUEBBE;Kalübbe, Holstein;54.11826;10.28126;Amt Plön-Land;24326;04522;597;12;PLÖ;Gemeinde;6;489;
19259;01057033;KIRCHBARKAU;Kirchbarkau;54.2119111247408;10.1411992325837;Amt Preetz-Land;24245;04302;761;2;PLÖ;Gemeinde;6;489;
19307;01057034;KIRCHNUECHEL;Kirchnüchel;54.20375;10.68053;Amt Lütjenburg-Land;23714;04381;193;10;PLÖ;Gemeinde;6;489;
19349;01057035;KLAMP;Klamp;54.29636;10.53426;Amt Lütjenburg-Land;24321;04381;789;10;PLÖ;Gemeinde;6;489;
19354;01057036;KLAUSDORF;Klausdorf / Kiel;54.3082189315693;10.2147724241018;;24147,24222;0431;6025;7;PLÖ;Ortsteil;8;151790;
19359;01057037;KLEIN BARKAU;Klein Barkau;54.2211518488187;10.1346003278548;Amt Preetz-Land;24245;04342;260;4;PLÖ;Gemeinde;6;489;
19435;01057038;KLETKAMP;Kletkamp;54.24958;10.63857;Amt Lütjenburg-Land;24327;04381;148;12;PLÖ;Gemeinde;6;489;
19507;01057039;KOEHN;Köhn;54.3455383535706;10.4551380336286;Amt Probstei;24257;04344;858;13;PLÖ;Gemeinde;6;489;
19708;01057040;KROKAU;Krokau;54.4026005017548;10.3416403591634;Amt Probstei;24217;04344;469;4;PLÖ;Gemeinde;6;489;
19742;01057041;KRUMMBEK;Krummbek, Holstein;54.3785490147719;10.3993004769088;Amt Probstei;24217;04344;349;5;PLÖ;Gemeinde;6;489;
19769;01057042;KUEHREN;Kühren bei Preetz;54.2018711807451;10.2604960411788;Amt Preetz-Land;24211;04342;686;17;PLÖ;Gemeinde;6;489;
19840;01057043;LABOE;Laboe;54.404259;10.221474;;24235;04343;5354;5;PLÖ;Gemeinde;6;489;
19873;01057044;LAMMERSHAGEN;Lammershagen, Holstein;54.2746130033627;10.4440013825894;Amt Selent-Schlesen;24238;04384;302;26;PLÖ;Gemeinde;6;489;
20055;01057045;LEBRADE;Lebrade;54.216738;10.421914;Amt Plön-Land;24306;04522;627;19;PLÖ;Gemeinde;6;489;
20077;01057046;LEHMKUHLEN;Lehmkuhlen bei Preetz;54.2234815600116;10.3644041373785;Amt Preetz-Land;24211;04342;1521;31;PLÖ;Gemeinde;6;489;
20346;01057047;LOEPTIN;Löptin;54.17552;10.2157999999999;Amt Preetz-Land;24250;0430;300;9;PLÖ;Gemeinde;6;489;
20475;01057048;LUETJENBURG;Lütjenburg, Holstein;54.2920491150787;10.5901992082596;;24321;04381;5720;6;PLÖ;Stadt;6;489;
20513;01057049;LUTTERBEK;Lutterbek;54.3912646577955;10.2765577793122;Amt Probstei;24235;04344;395;3;PLÖ;Gemeinde;6;489;
20687;01057050;MARTENSRADE;Martensrade;54.2796290587768;10.3929817438126;Amt Selent-Schlesen;24238;04384;1017;20;PLÖ;Gemeinde;6;489;
21024;01057051;MOENKEBERG;Mönkeberg;54.34873547997;10.1910175591708;;24248;0431;3677;3;PLÖ;Gemeinde;6;489;
21122;01057052;MUCHELN;Mucheln;54.2464613433223;10.4427394032479;Amt Selent-Schlesen;24238;04384;628;14;PLÖ;Gemeinde;6;489;
21314;01057053;NEHMTEN;Nehmten;54.0947518156827;10.3933839563846;Amt Plön-Land;24326;04522;284;22;PLÖ;Gemeinde;6;489;
21352;01057054;NETTELSEE;Nettelsee;54.17578;10.19231;Amt Preetz-Land;24250;04342;397;6;PLÖ;Gemeinde;6;489;
22302;01057055;PANKER;Panker;54.330405302489;10.5731049388648;Amt Lütjenburg-Land;24321;04381;1595;23;PLÖ;Gemeinde;6;489;
22333;01057056;PASSADE;Passade;54.3648289245623;10.3166588157416;Amt Probstei;24253;04344;290;4;PLÖ;Gemeinde;6;489;
22507;01057057;PLOEN;Plön / Holstein;54.1600017261745;10.4108647018672;;24306;04522;12944;36;PLÖ;Stadt;6;489;
22550;01057058;POHNSDORF;Pohnsdorf bei Preetz;54.2396253724473;10.2492555737496;Amt Preetz-Land;24211;04342;487;25;PLÖ;Gemeinde;6;489;
22584;01057059;POSTFELD;Postfeld;54.2104961349701;10.2126353740693;Amt Preetz-Land;24211;04342;478;8;PLÖ;Gemeinde;6;489;
22600;01057060;PRASDORF;Prasdorf;54.3802562637343;10.2959488093854;Amt Probstei;24253;04344;460;5;PLÖ;Gemeinde;6;489;
22604;01057062;PREETZ;Preetz, Holstein;54.2328439233796;10.2705435961485;;24211;04342;15807;14;PLÖ;Stadt;6;489;
22648;01057063;PROBSTEIERHAGEN;Probsteierhagen;54.362274;10.286562;Amt Probstei;24253;04344;2019;15;PLÖ;Gemeinde;6;489;
22768;01057064;RAISDORF;Raisdorf;54.2798122749672;10.2436296403409;;24223;04307;7641;11;PLÖ;Ortsteil;8;151790;
22806;01057065;RANTZAU;Rantzau;54.237158878626;10.5153025448323;Amt Plön-Land;24321,24329;04522;329;17;PLÖ;Gemeinde;6;489;
22817;01057066;RASTORF;Rastorf, Holstein;54.2724031142712;10.2888664364815;Amt Preetz-Land;24211;04342;868;20;PLÖ;Gemeinde;6;489;
22823;01057067;RATHJENSDORF;Rathjensdorf;54.1849566930767;10.4313694800615;Amt Plön-Land;24306;04522;507;13;PLÖ;Gemeinde;6;489;
22996;01057068;RENDSWUEHREN;Rendswühren;54.06571;10.1655900000001;Amt Bokhorst;24619;04394;795;20;PLÖ;Gemeinde;6;489;
23423;01057069;RUHWINKEL;Ruhwinkel;54.0932842066322;10.2197343919992;Amt Wankendorf;24601;04326;1052;13;PLÖ;Gemeinde;6;489;
23656;01057070;SCHELLHORN;Schellhorn bei Preetz;54.2306286593897;10.2925786137581;Amt Preetz-Land;24211;04342;1632;11;PLÖ;Gemeinde;6;489;
23702;01057071;SCHILLSDORF;Schillsdorf;54.11678;10.12358;Amt Bokhorst;24637;04394;902;26;PLÖ;Gemeinde;6;489;
23749;01057072;SCHLESEN;Schlesen;54.3216456473495;10.3341166436672;Amt Selent-Schlesen;24256;04303;532;8;PLÖ;Gemeinde;6;489;
23863;01057073;SCHOENBERG;Schönberg (Holstein);54.3928077874459;10.3751887589694;;24217;04344;6533;12;PLÖ;Gemeinde;6;489;
23908;01057074;SCHOENKIRCHEN;Schönkirchen, Holstein;54.339149417959;10.2225421130657;;24232;04348;6485;16;PLÖ;Gemeinde;6;489;
24025;01057076;SCHWARTBUCK;Schwartbuck;54.3573172445686;10.4798887878657;Amt Lütjenburg-Land;24257;04381;859;13;PLÖ;Gemeinde;6;489;
24182;01057077;SELENT;Selent, Holstein;54.2905415285635;10.427672764659;Amt Selent-Schlesen;24238;04384;1329;4;PLÖ;Gemeinde;6;489;
24461;01057078;STAKENDORF;Stakendorf;54.3890151470185;10.4210712969304;Amt Probstei;24217;04344;437;8;PLÖ;Gemeinde;6;489;
24510;01057079;STEIN;Stein bei Laboe;54.4147079747742;10.2691422611476;Amt Probstei;24235;04344;860;4;PLÖ;Gemeinde;6;489;
24641;01057080;STOLPE;Stolpe bei Neumünster;54.1265922758671;10.223930708003;Amt Wankendorf;24601;04326;1349;23;PLÖ;Gemeinde;6;489;
24648;01057081;STOLTENBERG;Stoltenberg;54.3463831970097;10.3544162720442;Amt Selent-Schlesen;24256;04384;340;8;PLÖ;Gemeinde;6;489;
25111;01057082;TROENDEL;Tröndel;54.33683;10.51131;Amt Lütjenburg-Land;24321;04381;408;8;PLÖ;Gemeinde;6;489;
24833;01057083;TASDORF;Tasdorf;54.0953930913998;10.0294631000042;Amt Bokhorst;24536;04394;361;5;PLÖ;Gemeinde;6;489;
25526;01057084;WAHLSTORF;Wahlstorf bei Preetz;54.195519754283;10.3087221592665;Amt Preetz-Land;24211;04342;524;15;PLÖ;Gemeinde;6;489;
25678;01057085;WANKENDORF;Wankendorf;54.11254;10.20367;Amt Wankendorf;24601;04326;2975;13;PLÖ;Gemeinde;6;489;
25702;01057086;WARNAU;Warnau bei Nettelsee;54.1878038886439;10.1613538135022;Amt Preetz-Land;24250;04342;376;4;PLÖ;Gemeinde;6;489;
25943;01057087;WENDTORF;Wendtorf;54.4108728715248;10.2955345273019;Amt Probstei;24235;04344;1142;5;PLÖ;Gemeinde;6;489;
26295;01057088;WISCH;Wisch bei Kiel;54.4089926501879;10.3452036738397;Amt Probstei;24217;04344;750;9;PLÖ;Gemeinde;6;489;
26328;01057089;WITTMOLDT;Wittmoldt;54.1748118642804;10.3500159893751;Amt Plön-Land;24306;04522;178;6;PLÖ;Gemeinde;6;489;
16442;01057090;FARGAU-PRATJAU;Fargau-Pratjau;54.318364278738;10.3774276137352;Amt Selent-Schlesen;24256;04303;801;24;PLÖ;Gemeinde;6;489;
493;01058;RENDSBURG-ECKERNFOERDE;Rendsburg-Eckernförde;54.279116265060241;9.7886560240963855;;;;273041;2187;RD;Kreis;5;119;
13378;01058001;ACHTERWEHR;Achterwehr;54.3134100505356;9.9659076839686;Amt Achterwehr;24239;04340;893;16;RD;Gemeinde;6;493;
13418;01058002;AHLEFELD;Ahlefeld bei Rendsburg;54.4035;9.67931;Amt Hütten;24811;04353;166;4;RD;Gemeinde;6;493;
13544;01058003;ALT DUVENSTEDT;Alt Duvenstedt;54.36021;9.64559;Amt Fockbek;24791;04338;1875;20;RD;Gemeinde;6;493;
13570;01058004;ALTENHOF;Altenhof bei Eckernförde;54.43539;9.87378;Amt Windeby;24340;04351;306;12;RD;Gemeinde;6;493;
13571;01058005;ALTENHOLZ;Altenholz;54.4016457700682;10.1185690820218;;24161;0431;9698;19;RD;Gemeinde;6;493;
13743;01058007;ARPSDORF;Arpsdorf;54.0394576466647;9.85890795631409;Amt Aukrug;24634;04324;268;12;RD;Gemeinde;6;493;
13762;01058008;ASCHEFFEL;Ascheffel;54.4308049913838;9.69823557040309;Amt Hütten;24358;04353;948;10;RD;Gemeinde;6;493;
13818;01058009;AUKRUG;Aukrug;54.0770835519113;9.78628124351979;Amt Aukrug;24613;04873;3817;50;RD;Gemeinde;6;493;
14097;01058010;BARGSTALL;Bargstall;54.2591806138299;9.4601233317906;Amt Hohner Harde;24806;04335;170;5;RD;Gemeinde;6;493;
14099;01058011;BARGSTEDT;Bargstedt, Holstein;54.1628386745617;9.76974810238169;Amt Nortorf Land;24793;04392;776;25;RD;Gemeinde;6;493;
14103;01058012;BARKELSBY;Barkelsby;54.5012194223;9.83571292758;Amt Windeby;24360;04351;1534;18;RD;Gemeinde;6;493;
14241;01058013;BELDORF;Beldorf;54.1314592535068;9.35181841397838;Amt Hanerau-Hademarschen;25557;04872;296;12;RD;Gemeinde;6;493;
14269;01058014;BENDORF;Bendorf, Holstein;54.0872895980284;9.38288563787938;Amt Hanerau-Hademarschen;25557;04872;473;21;RD;Gemeinde;6;493;
14345;01058015;BERINGSTEDT;Beringstedt;54.1107011285131;9.53487465853978;Amt Hohenwestedt-Land;25575;04874;759;14;RD;Gemeinde;6;493;
14559;01058016;BISSEE;Bissee;54.1906725239814;10.1104041203314;Amt Bordesholm-Land;24582;04322;168;9;RD;Gemeinde;6;493;
14564;01058017;BISTENSEE;Bistensee;54.39836;9.70171;Amt Hütten;24358;04353;262;6;RD;Gemeinde;6;493;
14618;01058018;BLUMENTHAL;Blumenthal, Holstein;54.2260684158409;10.0029858708382;Amt Molfsee;24241;04322;675;8;RD;Gemeinde;6;493;
14679;01058019;BOEHNHUSEN;Böhnhusen;54.2239373716;10.0552116111;Amt Flintbek;24220;04347;344;5;RD;Gemeinde;6;493;
14728;01058021;BOKEL;Bokel bei Rendsburg;54.2175615806827;9.79124350393373;Amt Nortorf Land;24802;04392;673;15;RD;Gemeinde;6;493;
14768;01058022;BORDESHOLM;Bordesholm;54.1734274524028;10.0354430838879;;24582;04322;7615;10;RD;Gemeinde;6;493;
14770;01058023;BORGDORF-SEEDORF;Borgdorf-Seedorf;54.1774425005624;9.87857140744285;Amt Nortorf Land;24589;04392;417;7;RD;Gemeinde;6;493;
14773;01058024;BORGSTEDT;Borgstedt bei Rendsburg;54.3332892232079;9.70985911930148;Amt Wittensee;24794;04356;1436;9;RD;Gemeinde;6;493;
14793;01058025;BORNHOLT;Bornholt, Holstein;54.1002834373528;9.3347728431225;Amt Hanerau-Hademarschen;25557,25725;04872;218;11;RD;Gemeinde;6;493;
14822;01058026;BOVENAU;Bovenau;54.3295480172577;9.82895811498171;Amt Osterrönfeld;24796;04334;1067;26;RD;Gemeinde;6;493;
14846;01058027;BRAMMER;Brammer bei Rendsburg;54.1997352124029;9.76427510524348;Amt Nortorf Land;24793;04392;426;14;RD;Gemeinde;6;493;
14884;01058028;BREDENBEK;Bredenbek bei Rendsburg;54.324768766539;9.8686970531941;Amt Achterwehr;24796;04334;1329;12;RD;Gemeinde;6;493;
14899;01058029;BREIHOLZ;Breiholz;54.2060139946458;9.52350230967445;Amt Hohner Harde;24797;04335;1510;18;RD;Gemeinde;6;493;
14934;01058030;BREKENDORF;Brekendorf;54.4216120082;9.62902384853;Amt Hütten;24811;04353;1045;20;RD;Gemeinde;6;493;
14981;01058031;BRINJAHE;Brinjahe;54.1683989678683;9.63207043166637;Amt Jevenstedt;24816;04875;133;5;RD;Gemeinde;6;493;
14989;01058032;BRODERSBY;Brodersby bei Kappeln, Schlei;54.6346665037;9.97967110872;Amt Schwansen;24398;04644;756;10;RD;Gemeinde;6;493;
15031;01058033;BRUEGGE;Brügge, Holstein;54.174187319375;10.0715697571094;Amt Bordesholm-Land;24582;04322;1044;8;RD;Gemeinde;6;493;
15113;01058034;BUEDELSDORF;Büdelsdorf;54.31408;9.66324;;24782;04331;10245;6;RD;Stadt;6;493;
15136;01058035;BUENSDORF;Bünsdorf;54.36693;9.73637;Amt Wittensee;24794;04356;593;13;RD;Gemeinde;6;493;
15299;01058036;CHRISTIANSHOLM;Christiansholm;54.3204341896576;9.40680168712679;Amt Hohner Harde;24799;04339;281;8;RD;Gemeinde;6;493;
15376;01058037;DAENISCHENHAGEN;Dänischenhagen;54.4245524172928;10.1276704877616;Amt Dänischenhagen;24229;04349;3382;16;RD;Gemeinde;6;493;
15377;01058038;DAETGEN;Dätgen;54.181080433404;9.93373371804313;Amt Nortorf Land;24589;04392;585;11;RD;Gemeinde;6;493;
15409;01058039;DAMENDORF;Damendorf;54.4235236586372;9.73521049222564;Amt Hütten;24361;04353;448;7;RD;Gemeinde;6;493;
15419;01058040;DAMP;Damp;54.5822542146;10.0198961973;Amt Schwansen;24351;04352;1606;14;RD;Gemeinde;6;493;
15701;01058042;DOERPHOF;Dörphof;54.616464077;9.96736781597;Amt Schwansen;24398;04352;756;15;RD;Gemeinde;6;493;
15946;01058043;ECKERNFOERDE;Eckernförde;54.4707802668;9.83461322188;;24340;04351;23172;18;RD;Stadt;6;493;
16008;01058044;EHNDORF;Ehndorf;54.05245;9.89463;Amt Aukrug;24647;04321;615;15;RD;Gemeinde;6;493;
16075;01058045;EISENDORF;Eisendorf, Holstein;54.1934415191013;9.86923128510074;Amt Nortorf Land;24589;04392;315;5;RD;Gemeinde;6;493;
16119;01058046;ELLERDORF;Ellerdorf;54.1930774566587;9.84013468170718;Amt Nortorf Land;24589;04392;557;10;RD;Gemeinde;6;493;
16146;01058047;ELSDORF-WESTERMUEHLEN;Elsdorf-Westermühlen;54.2580903637385;9.52277632112981;Amt Hohner Harde;24800;04335;1688;27;RD;Gemeinde;6;493;
16171;01058048;EMBUEHREN;Embühren;54.1712934904089;9.5943076109457;Amt Jevenstedt;24819;04337;225;7;RD;Gemeinde;6;493;
16177;01058049;EMKENDORF;Emkendorf bei Rendsburg;54.2606194765741;9.8518655210734;Amt Nortorf Land;24802;04330;1509;39;RD;Gemeinde;6;493;
16462;01058050;FELDE;Felde, Holstein;54.2972792118201;9.92740236366335;Amt Achterwehr;24242;04340;2087;14;RD;Gemeinde;6;493;
16472;01058051;FELM;Felm;54.409974528291;10.057776144147;Amt Dänischer Wohld;24244;04346;1098;15;RD;Gemeinde;6;493;
16528;01058052;FLECKEBY;Fleckeby;54.482358286172;9.69406674704169;Amt Schlei;24357;04354;1807;12;RD;Gemeinde;6;493;
16540;01058053;FLINTBEK;Flintbek;54.2453149102344;10.0722693413497;Amt Flintbek;24220;04347;7235;18;RD;Gemeinde;6;493;
16558;01058054;FOCKBEK;Fockbek;54.3048270968409;9.60141942048613;Amt Fockbek;24787;04331;6330;27;RD;Gemeinde;6;493;
16712;01058055;FRIEDRICHSGRABEN;Friedrichsgraben;54.2715293039698;9.41932760322634;Amt Hohner Harde;24799;04335;64;5;RD;Gemeinde;6;493;
16714;01058056;FRIEDRICHSHOLM;Friedrichsholm;54.3039381695245;9.42753583336417;Amt Hohner Harde;24799;04335;458;7;RD;Gemeinde;6;493;
16814;01058057;GAMMELBY;Gammelby bei Eckernförde;54.5002086912298;9.79586261412715;Amt Windeby;24340;04351;535;8;RD;Gemeinde;6;493;
17005;01058058;GETTORF;Gettorf;54.4069172040774;9.97400405108938;;24214;04346;6571;9;RD;Gemeinde;6;493;
17119;01058059;GNUTZ;Gnutz;54.1352764455121;9.8224971457775;Amt Nortorf Land;24622;04392;1218;23;RD;Gemeinde;6;493;
17182;01058061;GOKELS;Gokels;54.1125436674202;9.46827242076398;Amt Hanerau-Hademarschen;25557;04872;602;11;RD;Gemeinde;6;493;
17318;01058062;GRAUEL;Grauel;54.0714455962366;9.67370759006024;Amt Hohenwestedt-Land;24594;04871;269;6;RD;Gemeinde;6;493;
17354;01058063;GREVENKRUG;Grevenkrug;54.2133186047;10.0107620434;Amt Bordesholm-Land;24241;04322;279;4;RD;Gemeinde;6;493;
17427;01058064;GROSS BUCHWALD;Groß Buchwald;54.162083522502;10.08378654862;Amt Bordesholm-Land;24582;04322;371;9;RD;Gemeinde;6;493;
17596;01058065;GROSS VOLLSTEDT;Groß Vollstedt;54.234156474083;9.86765896821577;Amt Nortorf Land;24802;04305;1004;9;RD;Gemeinde;6;493;
17602;01058066;GROSS WITTENSEE;Groß Wittensee;54.404634;9.769846;Amt Wittensee;24361;04356;1102;24;RD;Gemeinde;6;493;
17651;01058067;GUEBY;Güby;54.4859065328657;9.66688449680038;Amt Schlei;24357;04354;857;12;RD;Gemeinde;6;493;
17725;01058068;HAALE;Haale;54.1741974918379;9.54838215764045;Amt Jevenstedt;24819;04337;522;13;RD;Gemeinde;6;493;
17734;01058069;HABY;Haby;54.3958076059489;9.82008951008325;Amt Wittensee;24361;04356;598;6;RD;Gemeinde;6;493;
17839;01058070;HAMDORF;Hamdorf bei Rendsburg;54.2223398014835;9.5187770754099;Amt Hohner Harde;24805;04332;1295;31;RD;Gemeinde;6;493;
17862;01058071;HAMWEDDEL;Hamweddel;54.1904975107403;9.61850247736454;Amt Jevenstedt;24816;04337;494;10;RD;Gemeinde;6;493;
17868;01058072;HANERAU-HADEMARSCHEN;Hanerau-Hademarschen;54.1276326183113;9.41093886196615;Amt Hanerau-Hademarschen;25557;04872;3112;15;RD;Gemeinde;6;493;
17962;01058073;HASSMOOR;Haßmoor;54.2920146744653;9.81913787722593;Amt Osterrönfeld;24790;04331;284;10;RD;Gemeinde;6;493;
18108;01058074;HEINKENBORSTEL;Heinkenborstel;54.131646058824;9.7508843498974;Amt Hohenwestedt-Land;24594;04871;149;8;RD;Gemeinde;6;493;
18460;01058075;HOERSTEN;Hörsten bei Rendsburg;54.2270015132436;9.57847982788638;Amt Jevenstedt;24797;04337;126;9;RD;Gemeinde;6;493;
18475;01058076;HOFFELD;Hoffeld bei Bordesholm;54.1860694143786;9.99398686135355;Amt Bordesholm-Land;24582;04322;168;7;RD;Gemeinde;6;493;
18559;01058077;HOHENWESTEDT;Hohenwestedt;54.0911316781334;9.6489895487261;;24594;04871;5002;18;RD;Gemeinde;6;493;
18566;01058078;HOHN;Hohn bei Rendsburg;54.2986464637591;9.50098477447573;Amt Hohner Harde;24806;04335;2380;32;RD;Gemeinde;6;493;
18603;01058080;HOLTSEE;Holtsee;54.399064838759;9.85492000579839;Amt Wittensee;24363;04357;1370;22;RD;Gemeinde;6;493;
18607;01058081;HOLZBUNGE;Holzbunge;54.38122;9.70925;Amt Wittensee;24361;04356;373;5;RD;Gemeinde;6;493;
18608;01058082;HOLZDORF;Holzdorf bei Eckernförde;54.5545898284;9.89657895565;Amt Schwansen;24364;035389;953;17;RD;Gemeinde;6;493;
18729;01058083;HUETTEN;Hütten bei Ascheffel;54.4369993078842;9.71956114372825;Amt Hütten;24358;04353;209;7;RD;Gemeinde;6;493;
18742;01058084;HUMMELFELD;Hummelfeld;54.462603;9.718161;Amt Schlei;24357;04354;278;8;RD;Gemeinde;6;493;
18907;01058085;JAHRSDORF;Jahrsdorf, Holstein;54.0656195601616;9.63239754791738;Amt Hohenwestedt-Land;24594;04871;240;9;RD;Gemeinde;6;493;
18961;01058086;JEVENSTEDT;Jevenstedt;54.2323039909458;9.66402687275962;Amt Jevenstedt;24808;04337;3312;45;RD;Gemeinde;6;493;
19091;01058087;KARBY;Karby, Schwansen;54.6231730219;9.97479217052;Amt Schwansen;24398;04644;568;2;RD;Gemeinde;6;493;
19429;01058088;KLEIN WITTENSEE;Klein Wittensee;54.390984;9.734832;Amt Wittensee;24361;04356;218;4;RD;Gemeinde;6;493;
19537;01058089;KOENIGSHUEGEL;Königshügel;54.3352173961855;9.4691071212215;Amt Hohner Harde;24799;04335;173;6;RD;Gemeinde;6;493;
19617;01058090;KOSEL;Kosel bei Eckernförde;54.506653;9.754782;Amt Schlei;24354;04354;1339;30;RD;Gemeinde;6;493;
19707;01058091;KROGASPE;Krogaspe;54.1317064580141;9.92878700848104;Amt Nortorf Land;24644;04392;478;12;RD;Gemeinde;6;493;
19718;01058092;KRONSHAGEN;Kronshagen;54.3314414549232;10.0852312356234;;24119;0431;11875;5;RD;Gemeinde;6;493;
19751;01058093;KRUMMWISCH;Krummwisch;54.3351704141464;9.89756902158266;Amt Achterwehr;24796;04340;755;14;RD;Gemeinde;6;493;
19967;01058094;LANGWEDEL;Langwedel, Holstein;54.2117741043272;9.93090478623468;Amt Nortorf Land;24631;04329;1374;24;RD;Gemeinde;6;493;
20258;01058096;LINDAU;Lindau bei Kiel;54.385024;9.904678;Amt Dänischer Wohld;24214;04346;1344;25;RD;Gemeinde;6;493;
20360;01058097;LOHE-FOEHRDEN;Lohe-Föhrden;54.3341790804736;9.54446070039812;Amt Hohner Harde;24806;04335;660;16;RD;Gemeinde;6;493;
20392;01058098;LOOP;Loop, Holstein;54.1479169388685;9.9492618247326;Amt Bordesholm-Land;24644;04322;187;8;RD;Gemeinde;6;493;
20393;01058099;LOOSE;Loose bei Eckernförde;54.5196078794;9.88896148204;Amt Windeby;24366;04358;841;13;RD;Gemeinde;6;493;
20478;01058100;LUETJENWESTEDT;Lütjenwestedt;54.1407283475338;9.48901044284744;Amt Hanerau-Hademarschen;25585;04872;638;22;RD;Gemeinde;6;493;
20495;01058101;LUHNSTEDT;Luhnstedt;54.1673276012344;9.69853818560199;Amt Jevenstedt;24816;04337;451;15;RD;Gemeinde;6;493;
17222;01058102;GOOSEFELD;Goosefeld;54.43225;9.81165;Amt Windeby;24340;04351;766;10;RD;Gemeinde;6;493;
20761;01058103;MEEZEN;Meezen;54.0528439633348;9.7056500172186;Amt Hohenwestedt-Land;24594;04871;402;9;RD;Gemeinde;6;493;
20813;01058104;MELSDORF;Melsdorf;54.3173160629321;10.0300869107247;Amt Achterwehr;24109;04340;1731;6;RD;Gemeinde;6;493;
20919;01058105;MIELKENDORF;Mielkendorf;54.2846664242755;10.0406682252884;Amt Molfsee;24247;0431;1387;8;RD;Gemeinde;6;493;
21030;01058106;MOEREL;Mörel bei Hohenwestedt;54.1124888716996;9.72631263311197;Amt Hohenwestedt-Land;24594;04871;248;9;RD;Gemeinde;6;493;
21059;01058107;MOLFSEE;Molfsee;54.2645626120845;10.0659111648799;Amt Molfsee;24113;0431;4926;7;RD;Gemeinde;6;493;
21136;01058108;MUEHBROOK;Mühbrook;54.157039032308;10.010167287236;Amt Bordesholm-Land;24582;04322;506;5;RD;Gemeinde;6;493;
21310;01058109;NEGENHARRIE;Negenharrie;54.16343;10.05421;Amt Bordesholm-Land;24625;04322;350;12;RD;Gemeinde;6;493;
21385;01058110;NEUDORF-BORNSTEIN;Neudorf-Bornstein;54.4321224268;9.94411976933;Amt Dänischer Wohld;24214;04346;1054;14;RD;Gemeinde;6;493;
21387;01058111;NEU DUVENSTEDT;Neu Duvenstedt;54.35545;9.69672;Amt Wittensee;24794;04356;149;6;RD;Gemeinde;6;493;
21584;01058112;NEUWITTENBEK;Neuwittenbek;54.36841;10.02097;Amt Dänischer Wohld;24214;04346;1268;13;RD;Gemeinde;6;493;
21718;01058113;NIENBORSTEL;Nienborstel;54.1421624756093;9.61841406996538;Amt Hohenwestedt-Land;24819;04871;640;16;RD;Gemeinde;6;493;
21744;01058115;NINDORF;Nindorf bei Neumünster;54.1310975762378;9.70147470708181;Amt Hohenwestedt-Land;24594;04871;693;14;RD;Gemeinde;6;493;
21760;01058116;NOER;Noer;54.4613803461;10.0052580416;Amt Dänischenhagen;24214;04349;882;14;RD;Gemeinde;6;493;
21813;01058117;NORTORF;Nortorf bei Neumünster;54.168813001762;9.85476680243567;;24589;04392;6422;13;RD;Stadt;6;493;
21828;01058118;NUEBBEL;Nübbel bei Rendsburg;54.272038;9.620339;Amt Fockbek;24809;04331;1663;14;RD;Gemeinde;6;493;
22141;01058119;OLDENBUETTEL;Oldenbüttel bei Hanerau-Hademarschen;54.1700278433076;9.45183316171171;Amt Hanerau-Hademarschen;25557;04872;269;8;RD;Gemeinde;6;493;
22147;01058120;OLDENHUETTEN;Oldenhütten;54.1578673083651;9.7375106322317;Amt Nortorf Land;24793;04392;152;4;RD;Gemeinde;6;493;
22193;01058121;OSDORF;Osdorf bei Kiel;54.427853538;10.0156757414;Amt Dänischer Wohld;24251;04346;2353;20;RD;Gemeinde;6;493;
22204;01058122;OSTENFELD;Ostenfeld (Rendsburg);54.316529101277;9.78185584247118;Amt Osterrönfeld;24790;04331;559;7;RD;Gemeinde;6;493;
22209;01058123;OSTERBY;Osterby bei Eckernförde;54.4543533813167;9.7543031265459;Amt Hütten;24367;04351;923;10;RD;Gemeinde;6;493;
