#loc_id;ags;ascii;name;lat;lon;amt;plz;vorwahl;einwohner;flaeche;kz;typ;level;of;invalid
22752;03154017;RAEBKE;Räbke;52.1950943288754;10.8799957989502;Samtgemeinde Nord-Elm;38375;05355;644;11;HE;Gemeinde;6;321;
22999;03154018;RENNAU;Rennau;52.2960632410093;10.9112497512817;Samtgemeinde Grasleben;38368;05357;724;23;HE;Gemeinde;6;321;
23907;03154019;SCHOENINGEN;Schöningen;52.13791;10.96572;;38364;05352;13570;35;HE;Stadt;6;321;
24325;03154020;SOELLINGEN;Söllingen, Niedersachsen;52.0916591822496;10.926090222168;Samtgemeinde Heeseberg;38387;05354;712;12;HE;Gemeinde;6;321;
24748;03154021;SUEPPLINGEN;Süpplingen, Kreis Helmstedt;52.22786;10.90506;Samtgemeinde Nord-Elm;38373;05355;1944;10;HE;Gemeinde;6;321;
24749;03154022;SUEPPLINGENBURG;Süpplingenburg;52.25043;10.91227;Samtgemeinde Nord-Elm;38376;05355;719;14;HE;Gemeinde;6;321;
25151;03154023;TWIEFLINGEN;Twieflingen;52.1256;10.91743;Samtgemeinde Heeseberg;38388;05354;794;19;HE;Gemeinde;6;321;
25366;03154024;VELPKE;Velpke, Niedersachsen;52.4073561006026;10.940272883606;Samtgemeinde Velpke;38458;05364;4474;20;HE;Gemeinde;6;321;
25687;03154025;WARBERG;Warberg, Kreis Helmstedt;52.18098;10.9206;Samtgemeinde Nord-Elm;38378;05355;941;8;HE;Gemeinde;6;321;
26420;03154026;WOLSDORF;Wolsdorf, Kreis Helmstedt;52.1890856143246;10.941259560852;Samtgemeinde Nord-Elm;38379;05355;1161;13;HE;Gemeinde;6;321;
343;03155;NORTHEIM;Northeim;51.734725;9.8777725;;;;;1088;NOM;Kreis;5;174;
13917;03155001;BAD GANDERSHEIM;Bad Gandersheim;51.870662;10.024588;;37581;05382;11154;90;NOM;Stadt;6;343;
14652;03155002;BODENFELDE;Bodenfelde;51.63971;9.55738999999994;;37194;05572;3679;20;NOM;Flecken;6;343;
15448;03155003;DASSEL;Dassel, Solling;51.80087;9.68829000000005;;37586;05564;11409;113;NOM;Stadt;6;343;
16059;03155004;EINBECK;Einbeck;51.82072;9.86814000000004;;37574;05561;27997;166;NOM;Stadt;6;343;
17888;03155005;HARDEGSEN;Hardegsen;51.65279;9.82824000000005;;37181;05505;8606;84;NOM;Stadt;6;343;
19031;03155006;KALEFELD;Kalefeld;51.7981422170856;10.0333858306885;;37589;05553;7390;84;NOM;Gemeinde;6;343;
19145;03155007;KATLENBURG-LINDAU;Katlenburg-Lindau;51.6665619223282;10.1130454232788;;37191;05552;7512;71;NOM;Gemeinde;6;343;
19660;03155008;KREIENSEN;Kreiensen;51.8539;9.96584000000007;;37547;05563;7613;65;NOM;Gemeinde;6;343;
21099;03155009;MORINGEN;Moringen;51.69903;9.8691;;37186;05554;7596;82;NOM;Stadt;6;343;
21762;03155010;NOERTEN-HARDENBERG;Nörten-Hardenberg;51.62582;9.93538999999998;;37176;05503;8614;54;NOM;Flecken;6;343;
21811;03155011;NORTHEIM;Northeim;51.7005131180301;9.99606332275391;;37154;05551;30973;146;NOM;Stadt;6;343;
25305;03155012;USLAR;Uslar;51.66051;9.63797999999997;;37170;05571;16130;113;NOM;Stadt;6;343;
347;03156;OSTERODE;Osterode am Harz;51.690625;10.3411375;;;;;370;OHA;Kreis;5;174;
13921;03156001;BAD GRUND;Bad Grund (Harz);51.80965;10.2375099999999;Samtgemeinde Bad Grund (Harz);37539;05327;2665;7;OHA;Bergstadt;6;347;
13950;03156002;BAD LAUTERBERG;Bad Lauterberg im Harz;51.62533;10.4615;;37431;05524;12023;42;OHA;Stadt;6;347;
13978;03156003;BAD SACHSA;Bad Sachsa;51.5968435140671;10.5559258306885;;37441;05523;8335;33;OHA;Stadt;6;347;
13907;03156004;BADENHAUSEN;Badenhausen, Harz;51.7693558024372;10.2070869628906;Samtgemeinde Bad Grund (Harz);37534;05522;2033;7;OHA;Gemeinde;6;347;
16067;03156005;EISDORF;Eisdorf, Harz;51.7608566846039;10.1752830688476;Samtgemeinde Bad Grund (Harz);37534;05327;1818;11;OHA;Gemeinde;6;347;
16096;03156006;ELBINGERODE;Elbingerode, Niedersachsen;51.65898;10.27799;Samtgemeinde Hattorf am Harz;37412;05584;489;6;OHA;Gemeinde;6;347;
17055;03156007;GITTELDE;Gittelde;51.7975;10.18756;Samtgemeinde Bad Grund (Harz);37534;05327;2131;13;OHA;Flecken;6;347;
17971;03156008;HATTORF;Hattorf am Harz;51.6488;10.23834;Samtgemeinde Hattorf am Harz;37197;05584;4504;29;OHA;Gemeinde;6;347;
18263;03156009;HERZBERG;Herzberg am Harz;51.6517945904597;10.3375441693115;;37412;05521;15113;72;OHA;Stadt;6;347;
18449;03156010;HOERDEN;Hörden am Harz;51.66838;10.28361;Samtgemeinde Hattorf am Harz;37412;05584;1166;8;OHA;Gemeinde;6;347;
22222;03156011;OSTERODE;Osterode am Harz;51.72975;10.25836;;37520;05522;24845;102;OHA;Stadt;6;347;
25606;03156012;WALKENRIED;Walkenried;51.58813;10.6129100000001;Samtgemeinde Walkenried;37445;05525;2571;12;OHA;Gemeinde;6;347;
26092;03156013;WIEDA;Wieda;51.6302;10.5836;Samtgemeinde Walkenried;37447;05586;1666;7;OHA;Gemeinde;6;347;
26231;03156014;WINDHAUSEN;Windhausen, Harz;51.78601;10.21142;Samtgemeinde Bad Grund (Harz);37539;05327;1133;4;OHA;Gemeinde;6;347;
26479;03156015;WULFTEN;Wulften am Harz;51.66215;10.17633;Samtgemeinde Hattorf am Harz;37199;05556;2050;15;OHA;Gemeinde;6;347;
26658;03156016;ZORGE;Zorge;51.61504;10.6244;Samtgemeinde Walkenried;37449;05586;1319;2;OHA;Gemeinde;6;347;
352;03157;PEINE;Peine;52.32032;10.24337;;;;;535;PE;Kreis;5;174;
15957;03157001;EDEMISSEN;Edemissen bei Peine;52.3874;10.2584899999999;;31234;05176;12580;104;PE;Gemeinde;6;352;
18514;03157002;HOHENHAMELN;Hohenhameln;52.25927;10.06663;;31249;05128;9841;69;PE;Gemeinde;6;352;
18811;03157003;ILSEDE;Ilsede;52.26397;10.2066;;31241;05172;12312;28;PE;Gemeinde;6;352;
19862;03157004;LAHSTEDT;Lahstedt;52.24308;10.22012;;31246;05174;10764;44;PE;Gemeinde;6;352;
20130;03157005;LENGEDE;Lengede;52.20645;10.31241;;38268;05344;12831;34;PE;Gemeinde;6;352;
22353;03157006;PEINE;Peine;52.3203686955316;10.2434337619018;;31224,31226,31228;05171;49810;120;PE;Stadt;6;352;
25345;03157007;VECHELDE;Vechelde;52.260784;10.372775;;38159;05302;16178;76;PE;Gemeinde;6;352;
25930;03157008;WENDEBURG;Wendeburg;52.32555;10.38762;;38176;05303;9745;60;PE;Gemeinde;6;352;
356;03158;WOLFENBUETTEL;Wolfenbüttel;52.16423;10.5403200000001;;;;;708;WF;Kreis;5;174;
13372;03158001;ACHIM;Achim, Kreis Wolfenbüttel;52.06005;10.61132;Samtgemeinde Oderwald;38312;05334;775;16;WF;Gemeinde;6;356;
13888;03158002;BADDECKENSTEDT;Baddeckenstedt;52.0861480991576;10.2326133544921;Samtgemeinde Baddeckenstedt;38271;05345;2990;20;WF;Gemeinde;6;356;
14704;03158003;BOERSSUM;Börßum;52.06909;10.5818899999999;Samtgemeinde Oderwald;38312;05334;2299;15;WF;Gemeinde;6;356;
15181;03158004;BURGDORF;Burgdorf bei Salzgitter;52.1440458793642;10.2175295608521;Samtgemeinde Baddeckenstedt;38272;05347;2529;24;WF;Gemeinde;6;356;
15334;03158005;CRAMME;Cramme;52.11315;10.44641;Samtgemeinde Oderwald;38312;05334;944;12;WF;Gemeinde;6;356;
15338;03158006;CREMLINGEN;Cremlingen;52.24728;10.65189;;38162;05306;12630;59;WF;Gemeinde;6;356;
15388;03158007;DAHLUM;Dahlum;52.133458055169;10.8499785423279;Samtgemeinde Schöppenstedt;38170;05332;770;15;WF;Gemeinde;6;356;
15513;03158008;DENKTE;Denkte;52.1461636650399;10.6085258624267;Samtgemeinde Asse;38321;05336;3151;18;WF;Gemeinde;6;356;
15548;03158009;DETTUM;Dettum;52.17132;10.6655900000001;Samtgemeinde Sickte;38173;05333;1386;17;WF;Gemeinde;6;356;
15777;03158010;DORSTADT;Dorstadt;52.09813;10.56487;Samtgemeinde Oderwald;38312;05334;692;10;WF;Gemeinde;6;356;
16091;03158011;ELBE;Elbe;52.0831681391553;10.2830425079346;Samtgemeinde Baddeckenstedt;38274;05345;1847;17;WF;Gemeinde;6;356;
16274;03158012;ERKERODE;Erkerode;52.20472;10.7102;Samtgemeinde Sickte;38173;05305;979;13;WF;Gemeinde;6;356;
16404;03158013;EVESSEN;Evessen;52.1904247649893;10.715000439148;Samtgemeinde Sickte;38173;05305;1404;18;WF;Gemeinde;6;356;
16547;03158014;FLOETHE;Flöthe;52.0828516715384;10.4831283386229;Samtgemeinde Oderwald;38312;05334;1160;19;WF;Gemeinde;6;356;
17017;03158015;GIELDE;Gielde;52.03762;10.4931;Samtgemeinde Schladen;38315;05339;807;9;WF;Gemeinde;6;356;
18009;03158016;HAVERLAH;Haverlah;52.0535070828071;10.3283218200684;Samtgemeinde Baddeckenstedt;38275;05345;1748;17;WF;Gemeinde;6;356;
18031;03158017;HEDEPER;Hedeper;52.06578;10.68088;Samtgemeinde Asse;38322;05336;602;16;WF;Gemeinde;6;356;
18039;03158018;HEERE;Heere;52.066713190967;10.2498927116394;Samtgemeinde Baddeckenstedt;38277;05345;1198;15;WF;Gemeinde;6;356;
18107;03158019;HEININGEN;Heiningen bei Wolfenbüttel;52.0701;10.55605;Samtgemeinde Oderwald;38312;05334;739;8;WF;Gemeinde;6;356;
18669;03158020;HORNBURG;Hornburg, Kreis Wolfenbüttel;52.03123;10.60537;Samtgemeinde Schladen;38315;05335;2784;22;WF;Stadt;6;356;
19336;03158021;KISSENBRUECK;Kissenbrück;52.11041;10.58869;Samtgemeinde Asse;38324;05337;1703;7;WF;Gemeinde;6;356;
19485;03158022;KNEITLINGEN;Kneitlingen;52.17488;10.7621799999999;Samtgemeinde Schöppenstedt;38170;05332;894;18;WF;Gemeinde;6;356;
22134;03158023;OHRUM;Ohrum;52.11914;10.56367;Samtgemeinde Oderwald;38312;05334;687;8;WF;Gemeinde;6;356;
22984;03158024;REMLINGEN;Remlingen, Kreis Wolfenbüttel;52.11355;10.67399;Samtgemeinde Asse;38319;05336;2130;22;WF;Gemeinde;6;356;
23268;03158025;ROKLUM;Roklum;52.0674386881499;10.7411964233398;Samtgemeinde Asse;38325;05336;538;8;WF;Gemeinde;6;356;
23721;03158026;SCHLADEN;Schladen;52.01991;10.54692;Samtgemeinde Schladen;38315;05335;5416;31;WF;Gemeinde;6;356;
23925;03158027;SCHOEPPENSTEDT;Schöppenstedt;52.14519;10.77522;Samtgemeinde Schöppenstedt;38170;05332;6032;40;WF;Stadt;6;356;
24157;03158028;SEHLDE;Sehlde bei Salzgitter;52.03947;10.26805;Samtgemeinde Baddeckenstedt;38279;05345;1092;20;WF;Gemeinde;6;356;
24198;03158029;SEMMENSTEDT;Semmenstedt;52.0941735598553;10.6977684020997;Samtgemeinde Asse;38327;05336;631;12;WF;Gemeinde;6;356;
24237;03158030;SICKTE;Sickte;52.2165948269459;10.63703956604;Samtgemeinde Sickte;38173;05305;5688;25;WF;Gemeinde;6;356;
25180;03158031;UEHRDE;Uehrde;52.09919;10.76433;Samtgemeinde Schöppenstedt;38170;05332;1116;24;WF;Gemeinde;6;356;
25329;03158032;VAHLBERG;Vahlberg bei Schöppenstedt;52.1334317126798;10.7166570846557;Samtgemeinde Schöppenstedt;38170;05332;886;18;WF;Gemeinde;6;356;
25369;03158033;VELTHEIM;Veltheim (Ohe);52.21862;10.68242;Samtgemeinde Sickte;38173;05305;1048;8;WF;Gemeinde;6;356;
25974;03158034;WERLABURGDORF;Werlaburgdorf;52.05139;10.5357799999999;Samtgemeinde Schladen;38315;05335;840;12;WF;Gemeinde;6;356;
26252;03158035;WINNIGSTEDT;Winnigstedt;52.06681;10.76665;Samtgemeinde Schöppenstedt;38170;05332;933;12;WF;Gemeinde;6;356;
26327;03158036;WITTMAR;Wittmar;52.13088;10.64203;Samtgemeinde Asse;38329;05337;1311;5;WF;Gemeinde;6;356;
26382;03158037;WOLFENBUETTEL;Wolfenbüttel, Niedersachsen;52.1641770399212;10.5403770846558;;38300,38302,38304;05331;54730;78;WF;Stadt;6;356;
175;032;HANNOVER;Hannover;;;;;;;;;ehem. Regierungsbezirk;4;116;
568;03241;HANNOVER;Region Hannover;52.3844936156149;9.72700752380365;;;;;2291;H;Region;5;175;
17873;03241001;HANNOVER;Hannover;52.3705;9.7332;;30159,30161,30163,30165,30167,30169,30171,30173,30175,30177,30179,30419,30449,30451,30453,30455,30457,30459,30519,30521,30539,30559,30625,30627,30629,30655,30657,30659,30669;0511;515841;204;H;Landeshauptstadt;6;568;
14122;03241002;BARSINGHAUSEN;Barsinghausen;52.2966;9.48058000000003;;30890;05105;34253;103;H;Stadt;6;568;
15180;03241003;BURGDORF;Burgdorf, Kreis Hannover;52.44724;10.00535;;31303;05136;30304;112;H;Stadt;6;568;
15218;03241004;BURGWEDEL;Burgwedel;52.52975;9.79805999999996;;30938;05139;20473;152;H;Stadt;6;568;
16828;03241005;GARBSEN;Garbsen;52.43648;9.60527999999999;;30827,30823,30826;05131;63208;79;H;Stadt;6;568;
16885;03241006;GEHRDEN;Gehrden / Hannover;52.31227;9.60063000000002;;30989;05108;14836;43;H;Stadt;6;568;
18160;03241007;HEMMINGEN;Hemmingen / Hannover;52.3220822491819;9.72986203704841;;30966;0511;18447;32;H;Stadt;6;568;
18874;03241008;ISERNHAGEN;Isernhagen;52.47837;9.80134999999996;;30916;0511;22670;60;H;Gemeinde;6;568;
19837;03241009;LAATZEN;Laatzen bei Hannover;52.30854;9.80900999999994;;30880;05102;40021;34;H;Stadt;6;568;
19930;03241010;LANGENHAGEN;Langenhagen, Hannover;52.4480121821382;9.74497890472412;;30853,30851,30855;0511;50516;72;H;Stadt;6;568;
20084;03241011;LEHRTE;Lehrte bei Hannover;52.3751;9.97721999999999;;31275;05132;44045;127;H;Stadt;6;568;
21559;03241012;NEUSTADT;Neustadt am Rübenberge;52.50378;9.44978000000003;;31535;05032;45711;357;H;Stadt;6;568;
22340;03241013;PATTENSEN;Pattensen bei Hannover;52.26528;9.76134999999999;;30982;05101;13435;67;H;Stadt;6;568;
23278;03241014;RONNENBERG;Ronnenberg;52.3183264778189;9.65459194183347;;30952;05109;23186;38;H;Stadt;6;568;
24139;03241015;SEELZE;Seelze;52.39501;9.59397000000001;;30926;05137;33206;54;H;Stadt;6;568;
24162;03241016;SEHNDE;Sehnde;52.31756;9.96745999999996;;31319;05138;22198;103;H;Stadt;6;568;
24426;03241017;SPRINGE;Springe, Deister;52.21091;9.55329000000006;;31832;05041;29823;160;H;Stadt;6;568;
25195;03241018;UETZE;Uetze;52.4645902029321;10.2031554232788;;31311;05173;20348;141;H;Gemeinde;6;568;
25759;03241019;WEDEMARK;Wedemark;52.5474686649829;9.74573253448489;;30900;05130;29054;173;H;Gemeinde;6;568;
25947;03241020;WENNIGSEN;Wennigsen (Deister);52.27729;9.57301000000007;;30974;05103;13993;54;H;Gemeinde;6;568;
26487;03241021;WUNSTORF;Wunstorf;52.4213301;9.43474;;31515;05031;41982;126;H;Stadt;6;568;
360;03251;DIEPHOLZ;Diepholz;52.6886574468085106;8.6946806382978723;;;;;1986;DH;Kreis;5;175;
13407;03251001;AFFINGHAUSEN;Affinghausen;52.78504;8.87553000000003;Samtgemeinde Schwaförden;27257;04247;938;12;DH;Gemeinde;6;360;
13767;03251002;ASENDORF;Asendorf bei Bruchhausen-Vilsen;52.77271;9.00443999999993;Samtgemeinde Bruchhausen-Vilsen;27330;04252;3043;58;DH;Gemeinde;6;360;
14037;03251003;BAHRENBORSTEL;Bahrenborstel;52.57099;8.80984999999998;Samtgemeinde Kirchdorf;27245;04273;1276;31;DH;Gemeinde;6;360;
14091;03251004;BARENBURG;Barenburg bei Sulingen;52.61946;8.80119999999999;Samtgemeinde Kirchdorf;27245;04273;1325;16;DH;Flecken;6;360;
14117;03251005;BARNSTORF;Barnstorf, Kreis Diepholz;52.7066;8.49793;Samtgemeinde Barnstorf;49406;05442;5970;52;DH;Flecken;6;360;
14133;03251006;BARVER;Barver;52.6109948779896;8.58667959259037;Samtgemeinde Rehden;49453;05448;1105;26;DH;Gemeinde;6;360;
14143;03251007;BASSUM;Bassum;52.85034;8.7287;;27211;04241;16155;169;DH;Stadt;6;360;
14805;03251008;BORSTEL;Borstel bei Sulingen;52.67066;8.97023999999999;Samtgemeinde Siedenburg;27246;04276;1398;31;DH;Gemeinde;6;360;
14987;03251009;BROCKUM;Brockum;52.46841;8.42044999999996;Samtgemeinde Altes Amt Lemförde;49448;05443;1083;31;DH;Gemeinde;6;360;
15012;03251010;BRUCHHAUSEN-VILSEN;Bruchhausen-Vilsen;52.82809;8.99185999999997;Samtgemeinde Bruchhausen-Vilsen;27305;04252;6128;41;DH;Flecken;6;360;
15563;03251011;DICKEL;Dickel, Kreis Diepholz;52.64352;8.47609999999997;Samtgemeinde Rehden;49453;05446;549;17;DH;Gemeinde;6;360;
15593;03251012;DIEPHOLZ;Diepholz;52.60584;8.37071000000003;;49356;05441;16542;104;DH;Stadt;6;360;
15803;03251013;DREBBER;Drebber;52.6509;8.42286999999999;Samtgemeinde Barnstorf;49457;05445;2931;47;DH;Gemeinde;6;360;
15825;03251014;DRENTWEDE;Drentwede;52.7463;8.57465000000002;Samtgemeinde Barnstorf;49406;05442;1039;30;DH;Gemeinde;6;360;
16014;03251015;EHRENBURG;Ehrenburg bei Sulingen;52.74647;8.70609000000002;Samtgemeinde Schwaförden;27248;04275;1730;49;DH;Gemeinde;6;360;
16208;03251016;ENGELN;Engeln bei Bruchhausen-Vilsen;52.79121;8.91912000000002;Samtgemeinde Bruchhausen-Vilsen;27305;04252;1099;31;DH;Gemeinde;6;360;
16408;03251017;EYDELSTEDT;Eydelstedt;52.7153;8.52462000000003;Samtgemeinde Barnstorf;49406;05442;1921;76;DH;Gemeinde;6;360;
16655;03251018;FREISTATT;Freistatt bei Sulingen;52.6245;8.65116;Samtgemeinde Kirchdorf;27259;05448;791;13;DH;Gemeinde;6;360;
18167;03251019;HEMSLOH;Hemsloh;52.6017613605337;8.51072915344241;Samtgemeinde Rehden;49453;05446;607;27;DH;Gemeinde;6;360;
18704;03251020;HUEDE;Hüde bei Diepholz;52.495059;8.356695;Samtgemeinde Altes Amt Lemförde;49448;05443;1006;24;DH;Gemeinde;6;360;
19271;03251021;KIRCHDORF;Kirchdorf bei Sulingen;52.59617;8.83703000000003;Samtgemeinde Kirchdorf;27245;04273;2008;48;DH;Gemeinde;6;360;
20123;03251022;LEMBRUCH;Lembruch;52.52582;8.36567000000002;Samtgemeinde Altes Amt Lemförde;49459;05447;1007;23;DH;Gemeinde;6;360;
20124;03251023;LEMFOERDE;Lemförde;52.46457;8.37473999999997;Samtgemeinde Altes Amt Lemförde;49448;05443;2733;7;DH;Flecken;6;360;
20523;03251024;MAASEN;Maasen;52.69055;8.88669000000004;Samtgemeinde Siedenburg;27249;04272;561;19;DH;Gemeinde;6;360;
20672;03251025;MARL;Marl, Dümmer;52.48445;8.36538999999993;Samtgemeinde Altes Amt Lemförde;49448;05443;651;10;DH;Gemeinde;6;360;
20688;03251026;MARTFELD;Martfeld;52.87642;9.06273999999996;Samtgemeinde Bruchhausen-Vilsen;27327;04255;2742;35;DH;Gemeinde;6;360;
20808;03251027;MELLINGHAUSEN;Mellinghausen;52.70582;8.89922999999999;Samtgemeinde Siedenburg;27249;04272;1116;24;DH;Gemeinde;6;360;
21416;03251028;NEUENKIRCHEN;Neuenkirchen bei Bassum;52.77616;8.75220999999999;Samtgemeinde Schwaförden;27251;04245;1073;15;DH;Gemeinde;6;360;
22707;03251029;QUERNHEIM;Quernheim bei Diepholz;52.46308;8.39467999999999;Samtgemeinde Altes Amt Lemförde;49448;05443;473;6;DH;Gemeinde;6;360;
22892;03251030;REHDEN;Rehden, Kreis Diepholz;52.60924;8.47892000000002;Samtgemeinde Rehden;49453;05446;1730;33;DH;Gemeinde;6;360;
23929;03251031;SCHOLEN;Scholen bei Sulingen;52.73968;8.76799000000005;Samtgemeinde Schwaförden;27251;04277;834;20;DH;Gemeinde;6;360;
23997;03251032;SCHWAFOERDEN;Schwaförden;52.73773;8.81852000000003;Samtgemeinde Schwaförden;27252;04277;1536;26;DH;Gemeinde;6;360;
24023;03251033;SCHWARME;Schwarme;52.89734;9.01856999999995;Samtgemeinde Bruchhausen-Vilsen;27327;04258;2393;24;DH;Gemeinde;6;360;
24246;03251034;SIEDENBURG;Siedenburg;52.69184;8.94102999999996;Samtgemeinde Siedenburg;27254;04272;1293;14;DH;Flecken;6;360;
24453;03251035;STAFFHORST;Staffhorst;52.7202379824926;8.97814755554191;Samtgemeinde Siedenburg;27254;04272;591;15;DH;Gemeinde;6;360;
24591;03251036;STEMSHORN;Stemshorn;52.45461;8.35992999999996;Samtgemeinde Altes Amt Lemförde;49448;05443;703;9;DH;Gemeinde;6;360;
24714;03251037;STUHR;Stuhr;53.0293771310114;8.73678207397461;;28816;0421;32504;82;DH;Gemeinde;6;360;
24723;03251038;SUDWALDE;Sudwalde;52.7959521452905;8.84107360839846;Samtgemeinde Schwaförden;27257;04277;1092;27;DH;Gemeinde;6;360;
24752;03251039;SUESTEDT;Süstedt;52.86168;8.92160000000001;Samtgemeinde Bruchhausen-Vilsen;27305;04252;1598;37;DH;Gemeinde;6;360;
24758;03251040;SULINGEN;Sulingen;52.68331;8.81092999999998;;27232;04271;12742;111;DH;Stadt;6;360;
24789;03251041;SYKE;Syke;52.91286;8.81781999999998;;28857;04242;24233;128;DH;Stadt;6;360;
25154;03251042;TWISTRINGEN;Twistringen;52.79709;8.63827000000003;;27239;04243;12518;114;DH;Stadt;6;360;
25341;03251043;VARREL;Varrel bei Sulingen;52.62134;8.73387;Samtgemeinde Kirchdorf;27259;04274;1430;44;DH;Gemeinde;6;360;
25509;03251044;WAGENFELD;Wagenfeld;52.54801;8.58950000000004;;49419;05444;7305;117;DH;Gemeinde;6;360;
25778;03251045;WEHRBLECK;Wehrbleck;52.631484178583;8.6907412857056;Samtgemeinde Kirchdorf;27259;04273;867;28;DH;Gemeinde;6;360;
26060;03251046;WETSCHEN;Wetschen;52.61223;8.44927000000007;Samtgemeinde Rehden;49453;05446;1709;25;DH;Gemeinde;6;360;
26078;03251047;WEYHE;Weyhe bei Bremen;52.98285;8.85421999999994;;28844;04203;30325;60;DH;Gemeinde;6;360;
564;03252;HAMELN-PYRMONT;Hameln-Pyrmont;52.0895875;9.3875;;;;148815;796;HM;Kreis;5;175;
13404;03252001;AERZEN;Aerzen;52.04793;9.26021000000003;;31855;05154;12003;105;HM;Flecken;6;564;
13957;03252002;BAD MUENDER;Bad Münder am Deister;52.1996701;9.46638000000007;;31848;05042;18813;108;HM;Stadt;6;564;
13970;03252003;BAD PYRMONT;Bad Pyrmont;51.98679;9.25214000000005;;31812;05281;21586;62;HM;Stadt;6;564;
15325;03252004;COPPENBRUEGGE;Coppenbrügge;52.11779;9.54615000000001;;31863;05156;8016;90;HM;Flecken;6;564;
16188;03252005;EMMERTHAL;Emmerthal, Niedersachsen;52.04615;9.38564999999994;;31860;05155;11241;115;HM;Gemeinde;6;564;
17840;03252006;HAMELN;Hameln;52.10887;9.36589000000004;;31785,31787,31789;05151;58676;102;HM;Stadt;6;564;
18284;03252007;HESSISCH OLDENDORF;Hessisch Oldendorf;52.17203;9.24576000000002;;31840;05152;19973;120;HM;Stadt;6;564;
23498;03252008;SALZHEMMENDORF;Salzhemmendorf;52.0664361798423;9.58847984130853;;31020;05153;10755;94;HM;Flecken;6;564;
572;03254;HILDESHEIM;Hildesheim;52.06208;9.89374925;;;;;1206;HI;Kreis;5;175;
13397;03254001;ADENSTEDT;Adenstedt bei Alfeld, Leine;52.0007;9.93519000000003;Samtgemeinde Sibbesse;31079;05060;1132;19;HI;Gemeinde;6;572;
13487;03254002;ALFELD;Alfeld (Leine);51.9836964659436;9.83315833862298;;31061;05181;21197;73;HI;Stadt;6;572;
13493;03254003;ALGERMISSEN;Algermissen;52.25278;9.97044000000005;;31191;05126;8297;36;HI;Gemeinde;6;572;
13519;03254004;ALMSTEDT;Almstedt;52.03265;9.96228999999994;Samtgemeinde Sibbesse;31079;05065;1042;10;HI;Gemeinde;6;572;
13980;03254005;BAD SALZDETFURTH;Bad Salzdetfurth;52.05813;10.0106900000001;;31162;05063;14527;67;HI;Stadt;6;572;
14082;03254006;BANTELN;Banteln;52.0673067804479;9.7525749206543;Samtgemeinde Gronau;31029;05182;1730;8;HI;Gemeinde;6;572;
14416;03254007;BETHELN;Betheln;52.11224;9.79128000000003;Samtgemeinde Gronau;31032;05182;1108;18;HI;Gemeinde;6;572;
14640;03254008;BOCKENEM;Bockenem;52.00976;10.13298;;31167;05067;11349;109;HI;Stadt;6;572;
15033;03254009;BRUEGGEN;Brüggen, Leine;52.04074;9.77898000000005;Samtgemeinde Gronau;31033;05182;1010;12;HI;Gemeinde;6;572;
15534;03254010;DESPETAL;Despetal;52.0835205436702;9.84237629119866;Samtgemeinde Gronau;31035;05182;1437;15;HI;Gemeinde;6;572;
15579;03254011;DIEKHOLZEN;Diekholzen;52.09382;9.91619000000003;;31199;05121;6966;29;HI;Gemeinde;6;572;
15908;03254012;EBERHOLZEN;Eberholzen;52.0542;9.85257999999999;Samtgemeinde Sibbesse;31079;05065;678;12;HI;Gemeinde;6;572;
16053;03254013;EIME;Eime;52.0731;9.72343000000001;Samtgemeinde Gronau;31036;05182;2958;22;HI;Flecken;6;572;
16167;03254014;ELZE;Elze, Leine;52.12122;9.73824000000002;;31008;05068;9677;48;HI;Stadt;6;572;
16401;03254015;EVERODE;Everode;51.95003;9.91503999999998;Samtgemeinde Freden;31085;05184;542;6;HI;Gemeinde;6;572;
16626;03254016;FREDEN;Freden (Leine);51.92862;9.89720999999997;Samtgemeinde Freden;31084;05184;3604;18;HI;Gemeinde;6;572;
17027;03254017;GIESEN;Giesen bei Hildesheim;52.19623;9.89615000000003;;31180;05121;9974;34;HI;Gemeinde;6;572;
17402;03254018;GRONAU;Gronau (Leine);52.08511;9.78341;Samtgemeinde Gronau;31028;05182;5487;21;HI;Stadt;6;572;
17884;03254019;HARBARNSEN;Harbarnsen;51.99091;9.95861000000002;Samtgemeinde Lamspringe;31097;05183;747;8;HI;Gemeinde;6;572;
17914;03254020;HARSUM;Harsum;52.20968;9.96167000000003;;31177;05127;12143;50;HI;Gemeinde;6;572;
18328;03254021;HILDESHEIM;Hildesheim;52.14135;9.96602000000007;;31134,31135,31137,31139,31141;05121;99224;93;HI;Stadt;6;572;
18580;03254022;HOLLE;Holle bei Hildesheim;52.0885741143362;10.1587547302246;;31188;05062;7227;61;HI;Gemeinde;6;572;
19878;03254023;LAMSPRINGE;Lamspringe;51.96084;10.01181;Samtgemeinde Lamspringe;31195;05183;3380;23;HI;Flecken;6;572;
19896;03254024;LANDWEHR;Landwehr bei Alfeld, Leine;51.9192765333646;9.97696702117923;Samtgemeinde Freden;31087;05181;633;13;HI;Gemeinde;6;572;
21466;03254025;NEUHOF;Neuhof bei Hildesheim;51.9803;10.03287;Samtgemeinde Lamspringe;31195;05183;478;10;HI;Gemeinde;6;572;
21804;03254026;NORDSTEMMEN;Nordstemmen;52.16312;9.78845000000001;;31171;05069;13266;60;HI;Gemeinde;6;572;
